"Name","NumCpu","MemoryMB","UsedSpaceGB","HostName","OS"
"LWEBPLK002","8","16384","45.547582075931131839752197266","mesxc04k111.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBROK002","8","16384","45.510346971452236175537109375","mesxc04k111.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBDEK019","8","16384","55.746862115338444709777832031","mesxc04k111.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBWSK003","8","16384","47.104888045229017734527587891","mesxc04k111.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBITK003","8","16384","46.004829239100217819213867188","mesxc04k112.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBDEK009","8","16384","55.230418775230646133422851562","mesxc04k112.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LWEBWSK001","8","16384","46.892786485143005847930908203","mesxc04k112.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LORASBK003","4","24576","530.07629469875246286392211914","mesxc02k102.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LORASBK001","4","24576","530.07713116705417633056640625","mesxc02k102.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LORASBK004","4","24576","329.88777046743780374526977539","mesxc02k104.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LPUPPMK001","2","8192","80.0800851285457611083984375","mesxc03k114.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LPRXVAK001","2","8192","29.076019562780857086181640625","mesxc03k114.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMGRSMK002","2","16384","161.07601952459663152694702148","mesxc03k115.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK010","6","12288","62.080045371316373348236083984","mesxc03k116.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPL7K002","2","4096","17.675197471864521503448486328","mesxc03k117.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LCDNPIK006","8","16384","37.011550849303603172302246094","mesxc03k117.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LDNSASK001","2","2048","8.58193288743495941162109375","mesxc03k117.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LCDNPIK008","8","16384","36.872744610533118247985839844","mesxc03k118.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LAPPMAK001","2","4096","10.714620280079543590545654297","mesxc03k118.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK005","6","12288","62.080074687488377094268798828","mesxc03k119.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMGRSMK001","2","16384","133.07601954229176044464111328","mesxc03k120.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK008","6","12288","62.080075020901858806610107422","mesxc03k120.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK001","6","24576","62.080075478181242942810058594","mesxc03k120.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPADK001","2","4096","13.018188105896115303039550781","mesxc03k120.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPL7K003","2","4096","28.870672672055661678314208984","mesxc03k121.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LELAVMK006","6","12288","62.080074931494891643524169922","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK003","6","12288","62.080075113102793693542480469","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK007","6","12288","62.080074885860085487365722656","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK009","6","12288","62.080074819736182689666748047","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LPRXVAK002","2","8192","29.076019518077373504638671875","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
