Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:33 +0100,40,8.0,11.0,11.5,12.0,21.0,11.68,1.66,40,14.0,14.0,15.0,18.75,37.0,17.88,5.52,40,16.0,17.0,23.5,27.25,43.0,23.98,7.1
2014-02-28 16:23:34 +0100,40,11.0,11.0,11.0,11.0,12.0,11.18,0.66,40,14.0,15.75,20.0,24.25,49.0,21.4,8.1,40,16.0,25.75,27.0,32.0,46.0,28.48,6.68
2014-02-28 16:48:39 +0100,40,11.0,11.0,11.0,12.0,13.0,11.53,0.83,40,13.0,14.0,17.5,19.0,29.0,17.38,3.45,40,16.0,18.0,25.0,29.25,50.01,25.2,6.93
2014-02-28 17:18:42 +0100,40,10.0,11.0,11.0,12.25,21.0,11.93,1.85,40,14.0,16.0,23.0,24.25,44.01,22.6,7.92,40,16.0,17.0,22.0,24.0,41.0,22.2,6.14
2014-02-28 17:48:44 +0100,40,10.0,11.0,11.0,12.0,12.0,11.28,0.69,40,13.0,14.0,17.0,18.25,35.0,17.95,5.37,40,16.0,17.0,23.0,25.25,46.0,23.4,6.84
2014-02-28 18:18:28 +0100,40,3.0,11.0,11.0,12.0,19.0,11.3,2.15,40,13.0,14.0,17.0,19.5,28.0,17.45,4.02,40,16.0,17.0,21.0,25.5,50.01,22.88,7.85
2014-02-28 18:48:28 +0100,40,9.0,11.0,11.0,11.0,21.0,11.7,2.17,40,12.0,14.0,16.5,19.25,26.0,17.25,3.67,40,16.0,17.0,22.0,25.5,37.0,22.68,6.14
2014-02-28 19:18:46 +0100,40,11.0,11.0,11.0,12.0,30.0,12.25,4.18,40,14.0,14.0,17.0,19.25,28.0,17.6,3.79,40,16.0,17.0,19.5,24.25,36.0,21.4,5.8
2014-02-28 19:48:45 +0100,40,11.0,11.0,11.0,11.0,28.0,11.9,3.79,40,12.0,14.0,18.0,20.25,29.0,17.83,4.02,40,16.0,17.0,18.5,26.25,41.0,22.13,6.46
2014-02-28 20:18:43 +0100,40,11.0,11.0,11.0,12.0,12.0,11.35,0.72,40,13.0,14.0,16.5,20.25,31.0,17.65,4.01,40,16.0,17.0,23.0,29.0,37.0,23.25,6.58
2014-02-28 20:48:42 +0100,40,11.0,11.0,11.0,12.0,19.0,11.88,1.83,40,14.0,14.0,17.0,18.5,30.0,17.65,4.31,40,16.0,16.0,21.5,27.25,45.01,22.85,7.9
2014-02-28 21:18:42 +0100,40,11.0,11.0,11.0,12.0,15.0,11.55,0.97,40,14.0,15.0,22.0,25.25,47.01,22.58,8.76,40,18.0,26.0,28.0,34.0,51.01,30.03,6.6
2014-02-28 21:48:42 +0100,40,11.0,11.0,11.0,12.0,12.0,11.38,0.72,40,12.0,14.0,18.5,24.0,44.01,20.8,8.02,40,16.0,17.0,26.0,29.0,39.0,24.68,7.14
2014-02-28 22:18:39 +0100,40,11.0,11.0,11.0,12.0,18.0,11.43,1.27,40,14.0,16.0,20.5,26.5,34.0,21.7,6.1,40,16.0,17.0,21.5,26.25,49.01,23.2,7.85
2014-02-28 22:48:37 +0100,40,11.0,11.0,11.0,12.0,12.0,11.3,0.7,40,13.0,14.0,18.0,21.25,43.0,19.13,6.26,40,16.0,18.0,23.0,27.0,37.0,22.8,5.33
2014-02-28 23:18:37 +0100,40,11.0,11.0,11.0,11.0,13.0,11.25,0.76,40,11.0,14.0,14.0,18.5,28.0,16.78,4.37,40,16.0,18.75,25.5,30.0,45.01,25.23,6.88
2014-02-28 23:48:37 +0100,40,11.0,11.0,11.0,11.0,12.0,11.18,0.66,40,13.0,14.0,17.5,23.0,37.0,19.4,6.08,40,16.0,17.75,25.0,32.0,46.0,26.1,8.69
2014-03-01 00:48:47 +0100,40,10.0,11.0,11.0,12.0,14.0,11.35,0.84,40,1.0,14.0,16.0,21.0,43.2,18.49,7.87,40,16.0,17.75,22.5,25.75,32.0,22.73,4.96
2014-03-01 01:29:40 +0100,40,2.0,11.0,11.0,12.0,18.0,11.63,2.03,40,13.0,14.0,17.0,20.25,29.0,17.83,4.31,40,16.0,22.0,25.5,30.0,38.0,25.7,5.61
2014-03-01 01:48:34 +0100,40,11.0,11.0,11.0,12.0,19.0,11.83,1.94,40,13.0,16.75,18.0,23.0,34.0,19.85,5.75,40,16.0,17.0,23.0,29.0,34.0,22.98,5.65
2014-03-01 02:18:28 +0100,40,10.0,11.0,11.0,12.0,21.0,11.95,2.37,40,14.0,14.0,17.0,20.25,24.0,17.53,3.49,40,16.0,22.0,27.5,31.0,52.01,27.05,7.2
2014-03-01 02:48:56 +0100,40,11.0,11.0,11.0,11.0,17.0,11.2,1.1,40,13.0,14.0,17.0,18.0,28.0,17.35,3.91,40,15.0,22.0,22.0,29.0,40.0,24.28,5.29
2014-03-01 03:18:31 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,14.0,15.0,17.0,18.0,30.0,17.85,4.09,40,16.0,16.0,22.0,28.25,57.01,23.33,8.38
2014-03-01 03:48:50 +0100,40,8.0,11.0,11.0,11.0,13.0,11.13,0.65,40,12.0,15.5,17.0,23.0,53.01,20.73,8.49,40,16.0,22.0,22.0,28.0,43.0,23.9,5.94
