Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:32 +0100,40,10.0,11.0,11.5,12.0,14.0,11.63,0.94,40,13.0,14.75,18.0,21.25,30.0,18.45,4.41,40,16.0,17.0,23.5,30.0,37.0,23.75,6.45
2014-02-28 16:23:33 +0100,40,11.0,11.0,11.0,12.0,15.0,11.53,1.14,40,14.0,18.0,23.0,26.0,38.0,22.13,5.58,40,16.0,26.0,27.0,32.25,63.01,30.48,8.84
2014-02-28 16:48:37 +0100,40,10.0,11.0,12.0,12.0,15.0,11.63,0.97,40,11.0,14.75,19.0,27.0,35.0,20.68,6.67,40,16.0,17.0,21.0,29.0,48.01,23.2,7.28
2014-02-28 17:18:40 +0100,40,9.0,11.0,11.0,12.0,19.0,11.5,1.4,40,14.0,16.0,18.0,25.25,34.0,21.05,5.89,40,16.0,17.0,22.5,27.0,40.0,22.9,7.09
2014-02-28 17:48:43 +0100,40,11.0,11.0,11.0,12.0,14.0,11.6,0.91,40,15.0,17.5,23.5,35.25,44.0,26.33,9.58,40,17.0,26.0,28.0,35.25,44.01,29.43,7.57
2014-02-28 18:18:27 +0100,40,8.0,11.0,11.0,12.0,16.0,11.45,1.11,40,14.0,14.0,16.5,19.25,23.0,16.93,3.09,40,16.0,17.75,23.0,27.0,40.0,23.93,6.73
2014-02-28 18:48:26 +0100,40,9.0,11.0,11.0,11.25,28.0,12.25,4.01,40,13.0,14.0,16.0,22.0,30.0,17.75,4.62,40,16.0,23.5,26.0,31.0,54.01,27.0,7.94
2014-02-28 19:18:45 +0100,40,11.0,11.0,12.0,12.0,15.0,11.7,1.07,40,13.0,14.0,17.0,20.5,29.0,18.08,4.22,40,16.0,17.0,23.0,28.75,49.01,24.88,8.76
2014-02-28 19:48:44 +0100,40,11.0,11.0,11.5,12.0,19.0,11.68,1.39,40,14.0,14.0,15.0,18.25,35.0,18.18,5.77,40,16.0,19.0,27.0,35.0,52.01,27.73,8.7
2014-02-28 20:18:41 +0100,40,11.0,11.0,11.0,11.0,15.0,11.35,0.99,40,14.0,16.0,19.5,25.0,38.0,21.0,6.29,40,16.0,18.0,26.0,33.25,46.01,26.75,8.66
