Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:38 +0100,40,11.0,11.0,11.0,12.0,13.0,11.38,0.82,40,12.0,15.0,22.0,24.0,41.01,20.9,6.55,40,16.0,26.0,28.0,35.75,52.01,30.83,8.27
2014-02-28 16:23:39 +0100,40,8.0,11.0,11.0,11.0,12.0,11.15,0.62,40,14.0,14.75,18.5,24.0,34.0,20.18,6.03,40,17.0,26.0,26.0,31.25,45.0,27.85,6.63
2014-02-28 16:48:43 +0100,40,10.0,11.0,11.0,12.0,13.0,11.5,0.78,40,13.0,17.0,23.0,25.25,45.0,23.03,7.11,40,16.0,24.5,27.0,33.0,45.01,27.9,7.23
2014-02-28 17:18:46 +0100,40,8.0,11.0,11.0,11.0,17.0,11.3,1.13,40,14.0,17.0,23.0,25.0,38.0,22.35,5.62,40,16.0,17.75,23.0,26.0,41.0,23.28,6.2
2014-02-28 17:48:49 +0100,40,11.0,11.0,12.0,12.0,14.0,11.65,0.9,40,14.0,18.0,24.0,26.0,36.0,23.13,5.38,40,20.0,26.0,31.5,37.0,45.0,31.5,6.0
2014-02-28 18:18:32 +0100,40,11.0,11.0,11.0,11.0,15.0,11.18,0.86,40,14.0,14.0,16.0,18.75,26.0,17.33,3.83,40,16.0,17.0,20.5,27.25,45.0,22.95,7.18
2014-02-28 18:48:32 +0100,40,11.0,11.0,11.0,11.0,12.0,11.03,0.55,40,13.0,14.0,16.0,18.0,24.0,16.43,2.71,40,16.0,18.0,23.0,26.0,38.0,23.3,5.79
2014-02-28 19:18:51 +0100,40,11.0,11.0,11.0,12.0,14.0,11.48,0.89,40,11.0,16.75,19.0,24.0,35.0,20.8,5.45,40,16.0,25.0,26.0,32.25,41.0,28.05,6.06
2014-02-28 19:48:49 +0100,40,11.0,11.0,12.0,12.0,13.0,11.65,0.84,40,13.0,18.0,24.0,27.0,38.0,23.28,5.9,40,16.0,27.0,33.5,40.0,84.01,36.88,13.75
2014-02-28 20:18:47 +0100,40,11.0,11.0,11.0,11.0,13.0,11.23,0.71,40,12.0,14.0,15.5,18.0,25.0,16.35,2.77,40,16.0,17.75,23.0,26.0,38.0,23.18,5.6
2014-02-28 20:48:46 +0100,40,11.0,11.0,11.0,12.0,16.0,11.55,1.16,40,13.0,14.0,14.0,20.0,28.0,17.0,3.98,40,16.0,17.0,20.0,25.25,37.0,22.08,6.04
2014-02-28 21:18:46 +0100,40,8.0,11.0,11.0,11.0,17.0,11.3,1.26,40,13.0,15.0,18.0,24.0,35.0,19.75,5.48,40,16.0,17.0,19.0,23.0,43.0,21.48,6.26
2014-02-28 21:48:46 +0100,40,11.0,11.0,11.0,12.0,13.0,11.48,0.86,40,14.0,14.0,15.0,19.0,36.0,17.6,4.86,40,16.0,17.0,23.0,26.25,34.0,22.88,5.52
2014-02-28 22:18:43 +0100,40,9.0,11.0,11.0,11.0,18.0,11.65,1.78,40,14.0,14.0,18.5,23.25,31.0,19.78,5.72,40,16.0,23.75,31.5,37.25,48.01,30.93,9.45
2014-02-28 22:48:41 +0100,40,11.0,11.0,11.0,12.0,16.0,11.88,1.79,40,12.0,14.0,15.0,18.5,28.0,17.03,4.31,40,16.0,16.75,21.0,25.5,40.0,22.15,6.5
2014-02-28 23:18:42 +0100,40,8.0,11.0,11.0,11.0,13.0,11.2,0.75,40,13.0,14.0,18.0,24.25,39.0,21.13,7.68,40,16.0,17.75,26.0,29.0,47.01,25.6,7.21
2014-02-28 23:48:40 +0100,40,11.0,11.0,11.0,12.0,13.0,11.5,0.8,40,14.0,14.0,14.5,18.0,31.0,17.15,4.63,40,16.0,17.0,21.5,23.0,38.0,21.73,5.47
2014-03-01 00:48:51 +0100,40,11.0,11.0,11.0,11.0,13.0,11.08,0.64,40,14.0,14.0,16.0,18.5,27.0,17.25,4.02,40,16.0,17.0,23.0,29.25,32.0,23.35,5.49
2014-03-01 01:29:44 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,13.0,15.0,17.0,18.0,25.0,17.3,3.15,40,16.0,22.0,23.0,30.0,42.01,25.13,6.22
