Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:31 +0100,40,11.0,11.0,11.0,11.0,17.0,11.28,1.12,40,11.0,14.0,16.0,23.0,32.0,18.2,5.4,40,16.0,17.0,18.0,24.0,45.0,22.25,7.45
2014-02-28 16:23:31 +0100,40,11.0,11.0,11.0,11.0,12.0,11.05,0.58,40,13.0,14.0,15.5,24.0,32.0,19.3,5.85,40,16.0,19.75,25.5,30.0,46.01,25.58,7.76
2014-02-28 16:48:36 +0100,40,11.0,11.0,11.0,12.0,17.0,11.5,1.21,40,14.0,17.0,19.0,24.0,33.0,20.38,4.47,40,16.0,17.0,21.5,27.25,37.0,22.55,6.15
2014-02-28 17:18:38 +0100,40,11.0,11.0,11.0,12.0,13.0,11.43,0.79,40,14.0,14.0,15.0,19.25,32.0,17.98,5.32,40,16.0,17.75,21.5,25.25,45.0,22.58,6.37
2014-02-28 17:48:41 +0100,40,8.0,11.0,11.0,12.0,14.0,11.35,0.78,40,14.0,14.0,18.0,20.25,30.0,17.95,4.15,40,16.0,18.0,23.0,27.0,38.0,23.85,6.61
2014-02-28 18:18:26 +0100,40,11.0,11.0,12.0,12.25,15.0,12.1,1.35,40,14.0,16.0,18.5,24.0,34.0,20.08,4.79,40,16.0,17.0,26.0,29.25,40.0,24.65,6.62
2014-02-28 18:48:25 +0100,40,9.0,11.0,11.0,12.0,13.0,11.5,0.83,40,14.0,17.0,21.0,24.0,36.0,21.3,5.33,40,16.0,17.0,21.5,28.25,40.0,23.1,7.07
2014-02-28 19:18:44 +0100,40,11.0,11.0,11.0,12.0,12.0,11.35,0.72,40,13.0,14.0,17.0,21.0,31.0,18.05,4.1,40,16.0,17.75,23.0,26.0,38.0,23.05,6.3
2014-02-28 19:48:42 +0100,40,10.0,11.0,12.0,12.0,15.0,11.7,1.06,40,14.0,15.0,18.5,24.0,33.0,20.28,5.38,40,16.0,17.75,24.0,27.0,38.0,23.6,5.46
2014-02-28 20:18:40 +0100,40,11.0,11.0,11.0,12.0,13.0,11.48,0.8,40,13.0,15.0,16.0,20.25,26.0,17.65,3.78,40,16.0,18.0,25.0,30.0,38.0,24.98,6.54
2014-02-28 20:48:39 +0100,40,11.0,11.0,11.5,12.0,16.0,11.93,1.39,40,14.0,15.0,18.0,23.25,31.0,19.58,4.61,40,16.0,23.0,26.0,27.0,39.0,25.23,5.04
2014-02-28 21:18:38 +0100,40,8.0,11.0,11.0,11.25,20.0,11.4,1.54,40,13.0,14.0,19.0,23.25,29.0,19.43,4.85,40,16.0,24.75,27.0,30.25,42.01,27.3,6.05
2014-02-28 21:48:39 +0100,40,11.0,11.0,11.0,11.0,13.0,11.1,0.65,40,14.0,16.0,23.0,25.0,42.0,22.3,7.34,40,16.0,18.0,25.0,30.0,68.01,26.35,11.01
2014-02-28 22:18:36 +0100,40,11.0,11.0,11.0,12.0,18.0,11.73,1.73,40,15.0,22.5,24.0,29.25,37.0,24.98,5.21,40,17.0,26.0,29.0,36.0,48.0,31.25,6.23
2014-02-28 22:48:34 +0100,40,9.0,11.0,12.0,12.0,13.0,11.5,0.73,40,13.0,15.0,16.5,20.0,31.0,17.93,4.27,40,16.0,23.0,26.0,28.25,37.0,25.6,5.18
2014-02-28 23:18:34 +0100,40,11.0,11.0,11.5,12.0,18.0,11.75,1.32,40,14.0,15.0,18.0,24.0,25.0,19.0,3.85,40,16.0,17.0,22.5,24.5,32.0,21.88,4.81
2014-02-28 23:48:34 +0100,40,8.0,11.0,11.0,11.0,14.0,11.08,0.74,40,14.0,17.0,20.5,25.5,32.0,21.75,5.21,40,16.0,17.75,24.0,29.25,38.0,23.93,6.35
2014-03-01 00:48:44 +0100,40,8.0,11.0,11.0,11.0,12.0,10.95,0.49,40,14.0,14.0,17.0,21.0,26.0,17.78,3.85,40,16.0,21.75,23.0,28.0,35.0,23.98,4.78
2014-03-01 01:29:37 +0100,40,8.0,11.0,11.0,11.25,19.0,11.35,1.38,40,12.0,17.0,17.0,18.25,29.0,18.18,3.71,40,16.0,22.0,23.0,26.0,39.0,23.8,4.6
