Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:46 +0100,40,11.0,11.0,11.0,11.0,15.0,11.33,1.06,40,14.0,18.0,23.0,24.25,35.0,22.58,5.36,40,16.0,26.0,27.0,32.0,39.0,28.53,4.15
2014-02-28 16:23:46 +0100,40,11.0,11.0,11.0,12.0,12.0,11.33,0.71,40,14.0,14.0,17.0,19.5,25.0,17.53,3.69,40,16.0,17.0,18.5,27.5,36.0,22.28,6.62
2014-02-28 16:48:51 +0100,40,9.0,11.0,11.0,12.0,13.0,11.45,0.77,40,13.0,14.0,16.0,21.0,30.0,17.9,4.35,40,16.0,17.0,23.0,26.25,44.01,23.15,6.4
2014-02-28 17:18:54 +0100,40,10.0,11.0,11.0,12.0,16.0,11.53,1.28,40,13.0,14.0,17.0,19.75,33.0,18.25,5.36,40,16.0,17.0,24.0,27.0,40.0,24.53,7.08
2014-02-28 17:48:57 +0100,40,11.0,11.0,11.0,12.0,18.0,12.03,2.01,40,12.0,14.0,18.0,23.25,34.0,19.55,5.6,40,16.0,18.5,26.0,29.25,46.0,25.3,6.51
2014-02-28 18:18:41 +0100,40,8.0,11.0,11.0,11.25,20.0,11.38,1.52,40,14.0,14.0,16.5,19.5,28.0,17.63,4.13,40,16.0,18.0,27.0,29.25,48.01,26.13,7.3
2014-02-28 18:48:40 +0100,40,11.0,11.0,11.0,12.0,13.0,11.5,0.8,40,14.0,15.0,18.0,23.0,33.0,19.55,5.04,40,16.0,22.0,27.0,32.0,40.0,26.78,6.53
2014-02-28 19:18:59 +0100,40,11.0,11.0,12.0,12.0,15.0,11.88,1.2,40,14.0,18.0,23.0,25.0,36.0,22.0,5.26,40,16.0,17.0,22.5,26.25,45.01,22.83,6.48
2014-02-28 19:48:58 +0100,40,11.0,11.0,11.0,12.0,12.0,11.45,0.73,40,13.0,14.0,15.0,19.0,25.0,17.1,3.72,40,16.0,17.75,23.5,27.0,41.0,23.73,6.61
2014-02-28 20:18:55 +0100,40,11.0,11.0,11.0,12.0,13.0,11.33,0.78,40,14.0,14.75,17.0,18.75,31.0,18.2,4.55,40,16.0,17.75,24.0,27.0,41.0,23.53,6.2
2014-02-28 20:48:55 +0100,40,9.0,11.0,11.0,12.0,13.0,11.35,0.73,40,14.0,15.75,20.5,25.0,36.0,21.23,6.27,40,16.0,26.0,29.0,35.5,42.0,30.0,6.5
2014-02-28 21:18:55 +0100,40,9.0,11.0,11.0,12.0,14.0,11.43,0.83,40,14.0,16.0,23.0,24.25,36.0,21.83,5.98,40,16.0,23.0,26.5,32.25,46.0,27.68,7.57
2014-02-28 21:48:54 +0100,40,11.0,11.0,11.0,11.0,13.0,11.13,0.67,40,14.0,15.75,20.0,24.0,34.0,20.38,5.38,40,16.0,17.0,19.0,24.25,37.0,21.53,5.37
2014-02-28 22:18:52 +0100,40,11.0,11.0,12.0,12.0,16.0,11.95,1.47,40,14.0,16.0,18.0,24.0,30.0,19.5,4.44,40,16.0,21.0,26.0,32.0,50.01,26.85,7.83
2014-02-28 22:48:49 +0100,40,11.0,11.0,11.0,11.0,14.0,11.28,0.8,40,14.0,19.5,24.5,30.5,93.01,27.98,16.12,40,16.0,17.0,22.0,25.0,42.0,22.68,6.7
2014-02-28 23:18:50 +0100,40,11.0,11.0,11.0,11.0,12.0,11.15,0.64,40,14.0,14.0,17.0,18.75,29.0,17.5,3.9,40,16.0,23.0,26.0,29.0,44.0,26.25,5.62
2014-02-28 23:48:48 +0100,40,11.0,11.0,11.0,12.0,31.0,12.53,4.29,40,13.0,14.0,17.0,21.0,28.0,17.6,3.94,40,16.0,18.0,22.5,27.0,34.0,22.93,4.94
2014-03-01 00:48:59 +0100,40,11.0,11.0,11.0,11.0,15.0,11.15,0.85,40,13.0,19.75,22.5,27.0,35.0,22.63,5.35,40,16.0,21.75,26.5,30.0,42.0,26.43,6.09
2014-03-01 01:29:53 +0100,40,11.0,11.0,11.0,11.0,12.0,11.13,0.63,40,13.0,14.0,19.0,23.0,30.0,19.13,4.39,40,20.0,27.0,32.0,36.0,44.0,31.83,5.24
2014-03-01 01:48:46 +0100,40,9.0,11.0,11.0,12.0,13.0,11.38,0.76,40,13.0,14.0,15.0,20.0,32.0,16.9,4.09,40,16.0,19.0,23.0,26.25,35.0,23.28,5.04
2014-03-01 02:18:40 +0100,40,11.0,11.0,11.0,11.0,12.0,11.08,0.59,40,13.0,14.0,17.0,18.0,25.0,16.68,3.18,40,16.0,21.25,22.0,29.0,34.0,23.35,4.87
2014-03-01 02:49:09 +0100,40,9.0,11.0,11.0,11.0,18.0,11.3,1.26,40,14.0,14.0,17.0,21.75,60.01,20.18,10.05,40,16.0,19.0,22.0,26.75,39.0,23.45,5.8
2014-03-01 03:18:45 +0100,40,1.0,11.0,11.0,11.0,12.0,10.85,0.43,40,15.0,17.75,23.0,25.0,31.0,22.15,4.6,40,16.0,31.0,36.5,43.5,89.01,40.45,16.15
2014-03-01 03:49:03 +0100,40,11.0,11.0,11.0,11.0,15.0,11.2,0.87,40,13.0,18.75,24.0,26.25,33.0,22.83,5.17,40,16.0,26.0,30.0,36.0,50.01,31.18,7.79
2014-03-01 04:18:49 +0100,40,11.0,11.0,11.0,11.0,18.0,11.2,1.23,40,13.0,14.0,17.0,19.25,37.0,18.43,5.11,40,16.0,21.0,22.0,23.25,39.0,23.0,4.97
2014-03-01 04:48:42 +0100,40,11.0,11.0,11.0,11.0,12.0,11.03,0.55,40,13.0,15.75,17.0,17.25,28.0,17.53,3.48,40,16.0,20.75,22.5,29.5,39.0,25.15,6.5
2014-03-01 05:19:03 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,14.0,16.0,20.0,25.25,37.0,21.08,5.99,40,16.0,23.0,26.5,31.0,39.0,27.88,5.57
2014-03-01 05:49:03 +0100,40,11.0,11.0,11.0,11.0,19.0,11.45,1.74,40,14.0,20.0,24.0,27.25,33.0,23.75,4.7,40,16.0,27.0,32.5,38.0,56.01,33.25,7.57
2014-03-01 06:18:44 +0100,40,10.0,11.0,11.0,11.0,12.0,11.13,0.62,40,14.0,15.75,17.0,22.25,31.0,18.85,4.68,40,16.0,22.0,22.0,25.0,37.0,23.38,4.31
2014-03-01 06:48:39 +0100,40,11.0,11.0,11.0,11.0,12.0,11.08,0.59,40,13.0,14.0,17.0,21.25,36.0,18.35,5.62,40,16.0,20.75,22.0,23.0,41.0,22.55,5.09
2014-03-01 07:18:55 +0100,40,11.0,11.0,12.0,14.25,21.0,13.15,2.52,40,14.0,18.0,24.0,27.0,35.0,23.35,5.24,40,17.0,26.0,30.5,34.0,60.01,31.3,8.11
2014-03-01 07:48:49 +0100,40,11.0,11.0,11.0,11.0,12.0,11.13,0.63,40,12.0,14.0,17.0,18.25,33.0,17.38,4.14,40,16.0,21.0,22.0,25.75,37.0,23.23,4.88
2014-03-01 08:18:46 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,14.0,14.0,18.0,23.25,32.0,19.63,5.58,40,17.0,25.75,31.0,40.25,55.01,32.5,9.22
2014-03-01 08:48:38 +0100,40,11.0,11.0,11.0,11.0,12.0,11.18,0.66,40,12.0,14.0,20.0,24.0,34.0,19.7,5.19,40,16.0,18.5,22.0,24.0,39.0,22.2,5.52
2014-03-01 09:18:54 +0100,40,11.0,11.0,11.0,11.0,16.0,11.25,0.99,40,12.0,15.75,17.0,18.25,30.0,17.95,4.14,40,16.0,17.0,21.0,28.0,37.0,22.75,6.47
2014-03-01 09:48:49 +0100,40,11.0,11.0,11.0,11.0,12.0,11.15,0.64,40,14.0,14.0,17.0,18.0,33.0,16.98,3.94,40,16.0,19.0,22.0,26.0,40.0,22.95,5.43
2014-03-01 10:18:44 +0100,40,1.0,11.0,11.0,11.0,13.0,10.95,0.6,40,14.0,17.0,18.0,23.25,34.0,20.35,5.38,40,16.0,22.75,28.0,31.0,44.0,27.25,6.27
2014-03-01 10:48:42 +0100,40,9.0,11.0,11.0,11.0,13.0,11.05,0.61,40,13.0,14.0,17.0,18.0,28.0,17.43,4.25,40,16.0,17.0,23.0,29.0,50.01,23.95,7.34
2014-03-01 11:18:39 +0100,40,11.0,11.0,11.0,11.25,13.0,11.28,0.73,40,14.0,17.0,18.0,18.0,29.0,18.35,3.47,40,17.0,23.0,28.0,32.75,48.0,29.25,7.5
2014-03-01 11:48:55 +0100,40,11.0,11.0,11.0,11.0,17.0,11.3,1.15,40,13.0,14.0,16.0,18.0,25.0,16.93,3.66,40,16.0,18.0,22.0,25.25,39.0,22.65,5.59
2014-03-01 12:18:50 +0100,40,11.0,11.0,11.0,11.0,12.0,11.13,0.63,40,14.0,16.75,18.0,21.0,25.0,18.63,3.57,40,16.0,17.75,22.0,26.0,39.0,22.88,5.39
2014-03-01 12:48:43 +0100,40,11.0,11.0,11.0,12.0,20.0,11.73,1.96,40,14.0,15.0,18.0,20.25,35.0,19.18,5.13,40,16.0,18.75,22.5,28.25,35.0,23.13,5.12
2014-03-01 13:18:56 +0100,40,11.0,11.0,11.0,11.0,17.0,11.25,1.11,40,13.0,14.0,17.0,18.25,29.0,17.3,3.89,40,17.0,22.0,24.0,30.0,39.0,26.0,5.86
2014-03-01 13:48:48 +0100,40,11.0,11.0,11.0,11.0,19.0,11.53,1.74,40,14.0,15.0,17.0,20.25,27.0,18.08,3.64,40,16.0,17.0,22.0,26.75,40.0,22.9,6.42
2014-03-01 14:18:42 +0100,40,11.0,11.0,12.0,13.0,21.0,12.28,2.06,40,14.0,18.0,20.5,25.0,34.0,21.68,4.64,40,16.0,22.0,23.0,29.0,30.0,24.18,3.67
2014-03-01 14:48:55 +0100,40,11.0,11.0,11.0,12.0,21.0,11.53,1.7,40,14.0,17.0,18.0,18.5,26.0,18.35,3.47,40,16.0,21.75,23.0,25.0,33.0,23.65,4.7
2014-03-01 15:18:46 +0100,40,11.0,11.0,11.0,11.0,12.0,11.05,0.58,40,14.0,14.0,17.0,18.0,28.0,17.65,3.61,40,16.0,19.75,23.0,29.0,33.0,23.83,4.97
2014-03-01 15:48:41 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,14.0,16.75,18.0,21.0,25.0,18.63,3.34,40,16.0,19.0,22.5,28.25,47.01,24.25,6.58
2014-03-01 16:18:53 +0100,40,11.0,11.0,11.0,11.0,18.0,11.45,1.64,40,11.0,14.0,16.0,23.0,34.0,18.48,5.29,40,19.0,26.75,32.0,37.0,59.01,32.4,7.45
2014-03-01 16:48:44 +0100,40,11.0,11.0,11.0,11.0,14.0,11.15,0.79,40,14.0,16.5,18.0,23.25,28.0,19.15,4.27,40,16.0,22.0,22.0,27.5,33.0,23.83,4.35
2014-03-01 17:18:57 +0100,40,9.0,11.0,11.0,12.0,17.0,11.63,1.19,40,14.0,16.75,18.0,24.0,31.0,19.38,4.47,40,16.0,23.0,26.0,32.0,99.01,30.3,16.99
2014-03-01 17:48:49 +0100,40,11.0,11.0,11.0,11.0,13.0,11.18,0.69,40,13.0,14.0,17.5,19.5,32.0,18.18,4.34,40,16.0,17.75,23.5,29.0,41.0,24.08,6.3
2014-03-01 18:18:44 +0100,40,11.0,12.0,13.5,16.0,18.0,13.9,2.19,40,14.0,16.75,18.0,24.0,35.0,20.3,5.69,40,16.0,22.0,24.0,30.0,39.0,24.85,5.7
2014-03-01 18:48:58 +0100,40,11.0,11.0,11.0,11.0,12.0,11.08,0.59,40,14.0,17.0,18.0,19.0,28.0,18.8,3.76,40,16.0,16.0,23.0,25.25,38.0,22.8,6.36
2014-03-01 19:18:54 +0100,40,11.0,11.0,11.0,11.0,18.0,11.25,1.24,40,14.0,17.0,20.5,25.25,34.0,21.2,5.02,40,16.0,23.0,26.0,30.0,43.0,26.73,6.24
2014-03-01 19:48:47 +0100,40,11.0,11.0,11.0,12.0,19.0,12.23,2.51,40,13.0,14.0,17.0,18.25,25.0,17.25,3.34,40,16.0,17.0,22.0,25.0,38.0,22.63,5.91
2014-03-01 20:18:40 +0100,40,9.0,11.0,12.0,12.0,13.0,11.55,0.76,40,14.0,15.0,19.5,23.0,31.0,19.5,4.57,40,16.0,23.0,25.0,30.25,42.0,26.48,5.45
2014-03-01 20:48:52 +0100,40,9.0,11.0,11.0,11.0,19.0,11.25,1.37,40,14.0,17.0,19.0,27.0,37.0,21.6,6.58,40,16.0,21.0,25.5,29.25,47.01,26.18,7.08
2014-03-01 21:18:47 +0100,40,11.0,11.0,11.0,12.0,13.0,11.43,0.79,40,14.0,15.0,18.0,23.0,37.0,19.05,5.02,40,16.0,18.75,23.0,29.25,39.0,24.15,6.26
2014-03-01 21:48:39 +0100,40,11.0,11.0,11.0,11.0,14.0,11.25,0.79,40,13.0,14.0,18.0,22.0,30.0,18.75,4.58,40,17.0,20.0,23.0,27.25,40.0,24.03,5.21
2014-03-01 22:18:50 +0100,40,11.0,11.0,11.0,11.0,12.0,11.18,0.66,40,13.0,14.0,17.0,18.25,33.0,17.9,4.45,40,16.0,19.0,23.0,28.25,39.0,23.75,5.99
2014-03-01 22:48:42 +0100,40,8.0,11.0,11.0,11.0,13.0,11.13,0.65,40,14.0,16.5,19.0,24.25,31.0,20.2,5.17,40,16.0,22.0,23.0,27.0,39.0,24.1,5.31
2014-03-01 23:18:58 +0100,40,11.0,11.0,11.0,11.0,16.0,11.35,1.06,40,13.0,15.0,18.0,24.0,34.0,19.58,5.12,40,17.0,28.25,32.0,39.0,49.01,32.63,6.95
2014-03-01 23:48:51 +0100,40,11.0,11.0,11.0,11.0,21.0,11.65,2.07,40,13.0,16.5,21.0,24.25,34.0,21.0,5.09,40,22.0,31.75,32.0,36.0,48.01,32.85,5.0
2014-03-02 00:49:00 +0100,40,11.0,11.0,11.0,11.0,19.0,11.28,1.39,40,14.0,15.0,17.0,18.25,27.0,17.48,3.6,40,16.0,18.0,23.0,29.0,38.0,23.4,5.59
2014-03-02 01:26:31 +0100,40,11.16,11.16,11.16,11.16,18.26,11.44,1.29,40,13.19,14.2,17.24,18.26,29.15,17.83,3.93,40,16.08,19.1,23.12,28.15,39.2,23.82,5.65
2014-03-02 01:48:41 +0100,40,11.0,11.0,11.0,11.25,13.0,11.3,0.77,40,13.0,17.0,18.0,23.25,33.0,19.78,4.73,40,16.0,22.0,22.0,23.0,30.0,23.3,3.41
2014-03-02 02:19:09 +0100,40,11.0,11.0,11.0,11.0,12.0,11.1,0.61,40,13.0,21.0,25.0,27.0,33.0,23.73,4.94,40,22.0,28.75,32.5,39.0,93.01,37.03,14.67
2014-03-02 02:49:01 +0100,40,11.0,11.0,11.0,11.0,14.0,11.18,0.8,40,14.0,14.0,17.0,18.25,25.0,17.45,3.31,40,16.0,20.75,22.0,24.75,30.0,22.55,4.43
2014-03-02 03:18:57 +0100,40,2.0,11.0,11.0,11.0,19.0,11.08,1.38,40,14.0,17.0,23.0,28.25,60.01,25.2,10.81,40,17.0,26.0,31.0,35.0,95.01,33.73,14.57
