Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:43 +0100,40,11.0,11.0,11.0,12.0,12.0,11.48,0.73,40,14.0,15.0,18.0,24.0,34.0,19.63,5.18,40,16.0,18.0,24.0,27.5,37.0,23.75,5.68
2014-02-28 16:23:44 +0100,40,11.0,11.0,11.0,12.0,13.0,11.48,0.8,40,14.0,14.0,17.0,21.0,32.0,17.88,4.69,40,16.0,22.0,24.5,28.25,37.0,25.0,5.19
2014-02-28 16:48:49 +0100,40,11.0,11.0,11.0,11.0,12.0,11.23,0.68,40,14.0,14.0,17.5,21.0,30.0,17.98,4.12,40,16.0,18.0,23.0,26.0,42.0,23.23,6.05
2014-02-28 17:18:52 +0100,40,10.0,11.0,11.0,12.0,19.0,11.55,1.39,40,14.0,17.0,23.0,30.25,54.01,24.38,9.54,40,16.0,19.75,24.0,26.0,33.0,23.48,4.68
2014-02-28 17:48:54 +0100,40,11.0,11.0,11.0,12.0,13.0,11.35,0.75,40,12.0,15.0,18.0,24.0,32.0,19.75,5.62,40,16.0,17.0,22.5,25.0,30.0,21.6,4.61
2014-02-28 18:18:38 +0100,40,11.0,11.0,11.0,11.0,12.0,11.18,0.66,40,14.0,17.75,24.0,26.0,35.0,22.35,5.45,40,16.0,17.0,22.0,27.25,47.01,23.23,7.13
2014-02-28 18:48:38 +0100,40,11.0,11.0,11.0,12.0,19.0,11.63,1.74,40,14.0,14.0,16.0,18.25,29.0,17.28,4.16,40,16.0,18.75,23.5,27.0,50.01,24.53,7.04
2014-02-28 19:18:56 +0100,40,11.0,11.0,11.0,12.0,13.0,11.5,0.76,40,12.0,14.0,14.5,18.0,36.0,16.78,4.69,40,16.0,17.0,22.0,27.5,37.0,23.15,6.43
2014-02-28 19:48:55 +0100,40,11.0,11.0,11.0,12.0,18.0,12.25,2.24,40,14.0,16.0,23.0,25.5,44.0,22.5,7.37,40,16.0,18.75,27.0,31.25,55.01,27.25,9.2
2014-02-28 20:18:52 +0100,40,11.0,11.0,11.0,11.0,17.0,11.45,1.42,40,12.0,15.0,23.0,26.0,41.0,21.83,6.78,40,22.0,26.0,27.0,33.25,45.0,29.93,5.73
2014-02-28 20:48:52 +0100,40,11.0,11.0,11.0,12.0,12.0,11.38,0.72,40,13.0,14.0,19.5,24.25,36.0,20.4,6.57,40,16.0,21.0,26.0,30.25,38.0,25.73,5.93
2014-02-28 21:18:52 +0100,40,8.0,11.0,11.0,12.0,12.0,11.25,0.66,40,14.0,14.0,15.0,18.0,30.0,17.5,4.59,40,16.0,21.75,25.0,27.0,38.0,24.25,5.09
2014-02-28 21:48:51 +0100,40,11.0,11.0,11.0,11.0,17.0,11.3,1.12,40,13.0,14.0,15.0,23.0,39.0,19.15,6.81,40,16.0,26.0,28.0,34.25,43.0,29.6,6.04
2014-02-28 22:18:49 +0100,40,11.0,11.0,11.0,12.0,19.0,11.83,1.81,40,14.0,15.0,18.5,25.25,39.0,20.48,6.39,40,16.0,19.0,27.0,31.0,41.01,26.58,7.09
2014-02-28 22:48:47 +0100,40,11.0,11.0,11.0,12.0,14.0,11.4,0.88,40,14.0,20.5,24.0,27.0,33.0,23.48,4.8,40,16.0,17.0,24.0,29.0,40.0,24.58,7.48
2014-02-28 23:18:48 +0100,40,11.0,11.0,11.0,11.0,18.0,11.5,1.56,40,14.0,16.75,23.0,24.0,34.0,21.8,5.75,40,16.0,20.0,25.0,28.0,49.01,25.48,7.19
2014-02-28 23:48:45 +0100,40,11.0,11.0,11.0,12.0,13.0,11.5,0.76,40,13.0,14.0,15.0,18.5,30.0,17.33,4.45,40,15.0,17.0,20.0,24.0,35.0,21.38,5.51
2014-03-01 00:48:57 +0100,40,2.0,11.0,11.0,11.0,12.0,10.88,0.44,40,13.0,15.0,19.5,24.0,35.0,20.23,5.7,40,16.0,21.75,26.0,31.25,41.0,27.08,7.0
2014-03-01 01:29:50 +0100,40,11.0,11.0,11.0,12.0,20.0,11.73,1.95,40,14.0,16.5,23.5,28.0,40.0,22.83,6.63,40,16.0,19.0,25.0,30.0,41.0,25.43,6.74
2014-03-01 01:48:43 +0100,40,2.0,11.0,11.0,11.0,13.0,10.93,0.53,40,11.0,14.0,15.0,21.5,35.0,17.93,5.9,40,16.0,21.75,22.0,29.0,41.0,24.95,6.12
2014-03-01 02:18:37 +0100,40,11.0,11.0,11.0,12.0,12.0,11.28,0.7,40,14.0,15.0,20.0,24.0,34.0,20.45,5.47,40,16.0,18.75,25.0,30.0,36.0,24.73,6.35
2014-03-01 02:49:06 +0100,40,8.0,11.0,11.0,11.0,19.0,11.28,1.39,40,14.0,18.0,23.0,27.0,33.0,23.13,5.32,40,26.0,32.0,35.0,40.0,50.01,35.63,5.51
2014-03-01 03:18:42 +0100,40,11.0,11.0,11.0,11.0,15.0,11.2,0.9,40,13.0,16.75,19.0,24.5,34.0,20.55,5.39,40,16.0,19.0,25.5,31.0,42.0,25.55,7.55
2014-03-01 03:49:00 +0100,40,11.0,11.0,11.0,11.0,12.0,11.03,0.55,40,13.0,15.0,18.5,24.5,31.0,19.83,5.11,40,16.0,26.0,31.5,36.0,84.01,33.9,13.83
2014-03-01 04:18:46 +0100,40,11.0,11.0,11.0,11.0,13.0,11.15,0.68,40,14.0,14.0,17.0,25.25,71.01,22.2,11.48,40,16.0,17.0,22.0,26.0,38.0,22.53,5.38
2014-03-01 04:48:39 +0100,40,11.0,11.0,11.0,11.0,19.0,11.23,1.38,40,13.0,17.0,23.0,25.5,33.0,21.9,5.03,40,16.0,18.5,22.0,27.25,38.0,23.05,5.78
2014-03-01 05:19:01 +0100,40,11.0,11.0,12.0,14.25,20.0,12.93,2.6,40,13.0,14.0,17.0,20.0,28.0,17.38,3.99,40,16.0,19.0,22.0,30.0,42.0,24.58,7.04
2014-03-01 05:49:00 +0100,40,2.0,11.0,11.0,11.0,18.0,11.2,1.48,40,13.0,14.0,17.0,20.75,31.0,17.98,4.49,40,16.0,22.0,23.0,29.0,35.0,24.4,4.81
2014-03-01 06:18:41 +0100,40,11.0,11.0,11.0,11.0,19.0,11.48,1.65,40,14.0,14.75,18.0,23.25,36.0,19.7,6.18,40,16.0,22.0,26.0,31.0,40.0,26.28,6.45
2014-03-01 06:48:37 +0100,40,8.0,11.0,11.0,11.0,12.0,10.95,0.49,40,13.0,14.0,17.0,18.0,31.0,17.15,3.85,40,16.0,22.0,22.0,24.5,32.0,23.48,3.8
2014-03-01 07:18:52 +0100,40,11.0,11.0,11.0,11.0,12.0,11.2,0.67,40,13.0,14.0,17.0,20.0,27.0,17.58,3.67,40,16.0,22.0,26.5,31.0,41.0,26.35,6.1
2014-03-01 07:48:46 +0100,40,11.0,11.0,11.0,11.0,13.0,11.18,0.69,40,13.0,17.0,17.0,20.25,25.0,18.53,3.35,40,16.0,21.0,22.0,22.25,39.0,22.38,4.6
2014-03-01 08:18:43 +0100,40,11.0,11.0,11.0,11.0,15.0,11.25,0.94,40,14.0,18.0,23.5,26.0,35.0,22.55,5.47,40,17.0,26.0,28.5,32.0,49.01,30.25,6.11
2014-03-01 08:48:36 +0100,40,11.0,11.0,11.0,11.0,25.01,11.53,2.32,40,13.0,16.0,21.0,26.0,35.01,21.5,6.03,40,16.0,22.0,23.0,29.0,40.0,24.33,4.55
2014-03-01 09:18:52 +0100,40,11.0,11.0,11.0,11.0,19.0,11.4,1.4,40,13.0,16.5,22.0,27.0,34.0,21.98,6.02,40,16.0,22.0,26.0,30.25,43.0,26.48,6.26
2014-03-01 09:48:46 +0100,40,11.0,11.0,11.0,11.0,13.0,11.1,0.65,40,14.0,17.0,17.0,18.5,26.0,18.25,3.27,40,16.0,22.0,23.0,29.0,42.01,25.75,6.83
2014-03-01 10:18:41 +0100,40,11.0,11.0,11.0,11.0,17.0,11.23,1.11,40,12.0,17.0,18.0,23.25,34.0,20.13,4.91,40,16.0,23.0,27.0,30.25,41.0,26.8,5.35
