Time,Small_count,Small_min,Small_q1,Small_median,Small_q3,Small_max,Small_avg,Small_stddev,Large_count,Large_min,Large_q1,Large_median,Large_q3,Large_max,Large_avg,Large_stddev,Big_count,Big_min,Big_q1,Big_median,Big_q3,Big_max,Big_avg,Big_stddev
2014-02-28 16:18:35 +0100,40,3.0,11.0,11.0,12.0,13.0,11.18,0.64,40,13.0,14.0,15.0,18.0,34.0,17.28,4.89,40,16.0,18.75,26.0,33.0,49.01,26.13,8.41
2014-02-28 16:23:36 +0100,40,9.0,11.0,11.0,12.0,13.0,11.48,0.83,40,13.0,14.0,15.0,18.25,29.0,17.23,4.37,40,16.0,17.0,22.0,25.25,40.0,22.5,6.11
2014-02-28 16:48:40 +0100,40,11.0,11.0,11.5,12.0,14.0,11.6,0.91,40,14.0,17.0,24.0,28.0,37.0,23.18,6.1,40,23.0,26.0,32.5,36.0,59.01,32.45,6.9
2014-02-28 17:18:43 +0100,40,11.0,11.0,11.0,12.0,13.0,11.43,0.76,40,14.0,16.0,22.5,24.25,33.0,21.63,5.86,40,16.0,18.0,25.5,30.0,41.01,25.43,6.83
2014-02-28 17:48:46 +0100,40,11.0,11.0,11.0,11.0,12.0,11.23,0.68,40,12.0,14.0,16.5,18.0,29.0,17.15,3.63,40,16.0,18.0,23.0,29.0,38.0,23.48,6.27
2014-02-28 18:18:30 +0100,40,11.0,11.0,11.0,11.0,16.0,11.3,1.15,40,14.0,19.0,24.5,27.25,38.0,24.0,5.77,40,16.0,18.0,25.0,31.0,41.0,25.2,7.54
2014-02-28 18:48:29 +0100,40,10.0,11.0,11.0,12.0,19.0,11.55,1.39,40,13.0,14.0,18.0,23.25,32.0,19.48,5.77,40,19.0,27.0,33.0,36.0,50.01,32.45,5.95
2014-02-28 19:18:48 +0100,40,11.0,11.0,11.0,12.0,13.0,11.48,0.76,40,14.0,14.0,17.0,19.25,30.0,17.5,3.93,40,16.0,25.75,31.0,36.25,67.01,31.35,9.41
2014-02-28 19:48:46 +0100,40,8.0,11.0,11.0,12.0,16.0,11.4,1.13,40,14.0,14.0,17.5,22.25,26.0,18.15,4.24,40,16.0,25.0,30.5,35.25,48.0,29.8,7.54
2014-02-28 20:18:44 +0100,40,11.0,11.0,11.0,12.0,12.0,11.4,0.72,40,14.0,14.0,17.0,19.5,29.0,17.93,4.26,40,16.0,17.75,22.0,25.0,36.0,22.43,5.53
